#{"t_start": 1635706876.9546955, "env_id": "WurtzReact-v1"}
r,l,t
1.18865,20,870.910258
1.189273,20,872.819297
1.189283,20,874.69738
1.189589,20,876.581978
1.189692,20,878.485753
1.189874,20,880.370565
1.190348,20,882.258675
1.190337,20,884.161512
1.190635,20,886.053208
1.190859,20,887.93725
1.190731,20,889.822461
1.191068,20,891.703784
1.191341,20,893.593227
1.191756,20,895.497704
1.192203,20,897.383559
1.192379,20,899.271394
1.192643,20,901.172818
1.192962,20,903.057365
1.192938,20,904.931586
1.193499,20,906.821059
1.193659,20,908.707039
1.193609,20,910.59938
1.193753,20,912.503103
1.193542,20,914.384747
1.193991,20,916.267709
1.19405,20,918.171466
1.1942,20,920.046272
1.194651,20,921.932103
1.195067,20,923.842476
1.195328,20,925.724271
1.19593,20,927.616946
1.196619,20,929.502497
1.196553,20,931.383723
1.197299,20,933.281868
1.197475,20,935.17304
1.19783,20,937.05974
1.197481,20,938.957487
1.197906,20,940.862711
1.198594,20,942.739397
1.198707,20,944.630243
1.199083,20,946.524116
1.19989,20,948.413644
1.200741,20,950.314174
1.20149,20,952.188219
1.201867,20,954.07829
1.202254,20,955.971458
1.202901,20,957.856043
1.203854,20,959.747585
1.204282,20,961.644346
1.204839,20,963.525676
1.205392,20,965.419173
1.205475,20,967.308124
1.206061,20,969.188648
1.206673,20,971.08301
1.207291,20,972.972238
1.208152,20,974.859515
1.20848,20,976.748107
1.209049,20,978.648213
1.209577,20,980.53001
1.210108,20,982.421408
1.210904,20,984.326874
1.211916,20,986.212164
1.212681,20,988.104885
1.2127,20,990.011812
1.213024,20,991.890812
1.213017,20,993.785307
1.213468,20,995.694875
1.214216,20,997.571187
1.215077,20,999.456004
1.215947,20,1001.354981
1.216,20,1003.237206
1.216656,20,1005.106889
1.216746,20,1007.010258
1.217185,20,1008.890604
1.217243,20,1010.780848
1.217851,20,1012.684375
1.217906,20,1014.563144
1.217996,20,1016.451115
1.217923,20,1018.35213
1.218152,20,1020.233158
1.218269,20,1022.132544
1.218102,20,1024.021585
1.218488,20,1025.909137
1.218534,20,1027.793242
1.219131,20,1029.674218
1.219756,20,1031.553917
1.220317,20,1033.444179
1.220892,20,1035.344908
1.221195,20,1037.226771
1.221208,20,1039.10872
1.221202,20,1041.015245
1.221563,20,1042.907959
1.221653,20,1044.810932
1.222143,20,1046.69988
1.222892,20,1048.586741
1.22335,20,1050.482311
1.223913,20,1052.35829
1.224103,20,1054.248035
1.224295,20,1056.144916
1.224947,20,1058.029711
1.225548,20,1059.922604
1.225937,20,1061.813617
1.226019,20,1063.685596
1.226335,20,1065.558246
1.226869,20,1067.444285
1.22737,20,1069.328073
1.227534,20,1071.227228
1.227813,20,1073.129922
1.228332,20,1075.016326
1.228604,20,1076.915663
1.228438,20,1078.811916
1.228588,20,1080.696527
1.228833,20,1082.58426
1.22929,20,1084.480044
1.229907,20,1086.361149
1.230586,20,1088.250544
1.230584,20,1090.132605
1.230736,20,1092.015162
1.231232,20,1093.901469
1.231839,20,1095.807285
1.231871,20,1097.688795
1.232064,20,1099.588851
1.232572,20,1101.495853
1.233163,20,1103.368683
1.23361,20,1105.259187
1.233975,20,1107.166513
1.234478,20,1109.047056
1.234926,20,1110.93438
1.234908,20,1112.846566
1.235378,20,1114.724026
1.2358,20,1116.621065
1.236414,20,1118.516528
1.236667,20,1120.399484
1.236486,20,1122.288724
1.236686,20,1124.169297
1.236844,20,1126.046482
1.236834,20,1127.940327
1.236672,20,1129.846292
1.23709,20,1131.723475
1.237077,20,1133.613314
1.237079,20,1135.513868
1.237021,20,1137.405143
1.237034,20,1139.302191
1.237535,20,1141.178954
1.238104,20,1143.075604
1.238104,20,1144.96298
1.238501,20,1146.844794
1.238773,20,1148.73245
1.238787,20,1150.644614
1.23899,20,1152.524825
1.23913,20,1154.422497
1.239001,20,1156.324903
1.239351,20,1158.206041
1.239395,20,1160.108479
1.239637,20,1161.997522
1.239979,20,1163.881616
1.240451,20,1165.768452
1.240792,20,1167.669679
1.241071,20,1169.545967
1.24168,20,1171.440726
1.241581,20,1173.334933
1.241697,20,1175.214792
1.241498,20,1177.099779
1.241294,20,1178.992591
1.241808,20,1180.875097
1.241962,20,1182.768328
1.242485,20,1184.661611
1.242941,20,1186.538831
1.242753,20,1188.436021
1.242974,20,1190.341209
1.243332,20,1192.222237
1.243841,20,1194.11517
1.244295,20,1196.005066
1.244635,20,1197.885289
1.244848,20,1199.776958
1.244991,20,1201.686838
1.244815,20,1203.563946
1.244714,20,1205.454786
1.245023,20,1207.362532
1.244873,20,1209.252032
1.245031,20,1211.155213
1.245393,20,1213.055458
1.245183,20,1214.939994
1.245645,20,1216.837867
1.245613,20,1218.72454
1.2459,20,1220.609583
1.246192,20,1222.503726
1.246139,20,1224.403908
1.246103,20,1226.293497
1.246015,20,1228.174941
1.245936,20,1230.081866
1.24594,20,1231.966039
1.245941,20,1233.871897
1.245838,20,1235.752074
1.246114,20,1237.634003
1.246626,20,1239.524961
1.246647,20,1241.405032
1.24711,20,1243.291526
1.247533,20,1245.200856
1.248066,20,1247.084491
1.24792,20,1248.968411
1.247996,20,1250.8546
1.24794,20,1252.734702
1.247769,20,1254.6166
1.248015,20,1256.515901
1.248214,20,1258.407328
1.248096,20,1260.298698
1.248144,20,1262.206688
1.248097,20,1264.093338
1.247876,20,1265.976456
1.24788,20,1267.883167
1.247667,20,1269.760866
1.247706,20,1271.65298
1.247451,20,1273.556985
1.247262,20,1275.437631
1.247599,20,1277.341986
1.247337,20,1279.235234
1.247556,20,1281.116288
1.247394,20,1283.011657
1.247625,20,1284.921956
1.247667,20,1286.793618
1.247724,20,1288.692871
1.247604,20,1290.592515
1.247385,20,1292.479616
1.247245,20,1294.369874
1.247159,20,1296.251651
1.247157,20,1298.126398
1.247016,20,1300.020624
1.246907,20,1301.91415
1.246653,20,1303.793763
1.246776,20,1305.689939
1.246712,20,1307.589362
1.246628,20,1309.474017
1.246563,20,1311.375169
1.246292,20,1313.262703
1.24608,20,1315.145742
1.246436,20,1317.025974
1.246596,20,1318.922984
1.246492,20,1320.79715
1.246244,20,1322.688258
1.246026,20,1324.596505
1.245987,20,1326.490296
1.245739,20,1328.391819
1.245726,20,1330.269753
1.245551,20,1332.156482
1.245402,20,1334.062327
1.245208,20,1335.949448
1.245194,20,1337.848233
1.245205,20,1339.753379
1.24497,20,1341.634891
1.245058,20,1343.531755
1.244933,20,1345.442599
1.245262,20,1347.322075
1.245419,20,1349.214398
1.245213,20,1351.115887
1.245228,20,1353.003411
1.245248,20,1354.89105
1.245042,20,1356.786067
1.245139,20,1358.665416
1.244903,20,1360.549683
1.244839,20,1362.444938
1.244607,20,1364.32015
1.244902,20,1366.20226
1.244694,20,1368.099318
1.244542,20,1369.982014
1.244407,20,1371.871193
1.244349,20,1373.759865
1.244636,20,1375.644549
1.244513,20,1377.54098
1.244414,20,1379.427825
1.244464,20,1381.315201
1.244236,20,1383.214546
1.244537,20,1385.110966
1.244743,20,1386.99895
1.244823,20,1388.894771
1.244731,20,1390.785621
1.244847,20,1392.673694
1.244857,20,1394.566951
1.244604,20,1396.460022
1.244451,20,1398.347522
1.244441,20,1400.231151
1.244271,20,1402.119774
1.244118,20,1404.002944
1.244054,20,1405.892749
1.243882,20,1407.79234
1.24412,20,1409.688511
1.243935,20,1411.583594
1.243834,20,1413.490972
1.244008,20,1415.370291
1.244227,20,1417.263127
1.24421,20,1419.180197
1.244007,20,1421.061755
1.243923,20,1422.973182
1.243792,20,1424.861235
1.244062,20,1426.755931
1.244002,20,1428.66455
1.243736,20,1430.545234
1.244012,20,1432.438743
1.244084,20,1434.333414
1.244177,20,1436.215433
1.244198,20,1438.116181
1.243995,20,1440.019432
1.244148,20,1441.899606
1.244001,20,1443.798291
1.244147,20,1445.678189
1.244176,20,1447.557444
1.24404,20,1449.458441
1.243909,20,1451.357154
1.243788,20,1453.239389
1.243787,20,1455.121242
1.24383,20,1457.01857
1.24377,20,1458.89613
1.243726,20,1460.779163
1.243905,20,1462.672438
1.244016,20,1464.56194
1.244198,20,1466.457556
1.244247,20,1468.350958
1.244113,20,1470.234637
1.243965,20,1472.124074
1.244019,20,1474.013581
1.244087,20,1475.89344
1.243951,20,1477.790716
1.243994,20,1479.675035
1.244025,20,1481.562614
1.244119,20,1483.451211
1.243906,20,1485.3558
1.244112,20,1487.243283
1.244132,20,1489.123877
1.244271,20,1491.009545
1.244462,20,1492.890954
1.244421,20,1494.776897
1.244331,20,1496.69803
1.244112,20,1498.581734
1.244342,20,1500.460906
1.244188,20,1502.344041
1.244312,20,1504.22915
1.24446,20,1506.108615
1.244502,20,1508.001798
1.244313,20,1509.881395
1.244719,20,1511.77515
1.244571,20,1513.677492
1.244479,20,1515.568591
1.244309,20,1517.464605
1.244173,20,1519.338991
1.243969,20,1521.237147
1.243892,20,1523.140593
1.24379,20,1525.025231
1.243678,20,1526.913004
1.243941,20,1528.813141
1.243883,20,1530.694974
1.244011,20,1532.590536
1.243966,20,1534.494071
1.244129,20,1536.373456
1.244236,20,1538.268172
1.244154,20,1540.182462
1.243895,20,1542.069727
1.243824,20,1543.963769
1.243574,20,1545.864735
1.24349,20,1547.741562
1.243356,20,1549.633435
1.243317,20,1551.528414
1.243172,20,1553.416865
1.243163,20,1555.315797
1.243055,20,1557.210833
1.242905,20,1559.098687
1.242723,20,1560.989623
1.242664,20,1562.88717
1.242492,20,1564.771262
1.242535,20,1566.653661
1.242377,20,1568.540573
1.242358,20,1570.414388
1.242101,20,1572.316621
1.241979,20,1574.224059
1.242202,20,1576.102769
1.242006,20,1577.997558
1.241953,20,1579.901738
1.241975,20,1581.77924
1.241891,20,1583.676723
1.241791,20,1585.580104
1.241899,20,1587.45805
1.241767,20,1589.348681
1.241779,20,1591.248683
1.241649,20,1593.136622
1.241715,20,1595.022019
1.241454,20,1596.905553
1.241487,20,1598.79126
1.241414,20,1600.679536
1.241809,20,1602.581413
1.242147,20,1604.463369
1.242141,20,1606.357548
1.24196,20,1608.256165
1.242061,20,1610.146268
1.241808,20,1612.04524
1.241736,20,1613.93053
1.241553,20,1615.827908
1.24146,20,1617.735988
1.241364,20,1619.618757
1.241192,20,1621.512933
1.241079,20,1623.400256
1.240815,20,1625.291256
1.240819,20,1627.182909
1.240557,20,1629.096231
1.24047,20,1630.983075
1.240307,20,1632.877376
1.240266,20,1634.782827
1.240032,20,1636.668175
1.240145,20,1638.55332
1.239951,20,1640.454378
1.239777,20,1642.33774
1.239667,20,1644.240674
1.23961,20,1646.140064
1.239721,20,1648.015094
1.239553,20,1649.897952
1.239433,20,1651.80666
1.239303,20,1653.685313
1.239176,20,1655.581813
1.239163,20,1657.481925
1.239,20,1659.360484
1.238843,20,1661.256315
1.238668,20,1663.163027
1.238569,20,1665.043068
1.238516,20,1666.926665
1.238366,20,1668.839333
1.238296,20,1670.722461
1.238064,20,1672.605004
1.237974,20,1674.494975
1.238019,20,1676.381197
1.237828,20,1678.280347
1.237735,20,1680.185112
1.237641,20,1682.068348
1.237763,20,1683.96292
1.237512,20,1685.857781
1.237607,20,1687.738645
1.237641,20,1689.635798
1.237384,20,1691.535032
1.237261,20,1693.415141
1.237098,20,1695.311733
1.237168,20,1697.222475
1.236864,20,1699.107448
1.236628,20,1700.993638
1.236472,20,1702.893665
1.236657,20,1704.780886
1.23656,20,1706.670389
1.236354,20,1708.558262
1.23629,20,1710.446494
1.23606,20,1712.347611
1.235805,20,1714.222997
1.235656,20,1716.117496
1.235488,20,1718.005548
1.235491,20,1719.888705
1.235313,20,1721.769351
1.235169,20,1723.658385
1.235027,20,1725.540143
1.234967,20,1727.426921
1.234872,20,1729.330968
1.234681,20,1731.216268
1.23465,20,1733.098311
1.234531,20,1734.994139
1.234431,20,1736.882264
1.234301,20,1738.775352
1.234281,20,1740.6678
1.234165,20,1742.557249
1.234066,20,1744.43959
1.233974,20,1746.334698
1.233847,20,1748.221308
1.233758,20,1750.114918
1.233934,20,1752.028895
1.233795,20,1753.905156
1.233688,20,1755.793074
1.233687,20,1757.706215
1.233468,20,1759.591909
1.23336,20,1761.480477
1.233264,20,1763.399909
1.233281,20,1765.280113
1.233174,20,1767.168504
1.233146,20,1769.081323
1.232912,20,1770.963364
1.23279,20,1772.854644
1.232682,20,1774.759386
1.232624,20,1776.651077
1.232701,20,1778.532985
1.232392,20,1780.442127
1.232228,20,1782.329493
1.232188,20,1784.224214
1.232086,20,1786.132756
1.231868,20,1788.020558
1.23176,20,1789.902699
1.231758,20,1791.797235
1.231661,20,1793.694139
1.231507,20,1795.579951
1.231506,20,1797.46683
1.231356,20,1799.360389
1.231257,20,1801.264217
1.23119,20,1803.146025
1.23107,20,1805.033617
