#{"t_start": 1673313218.4426527, "env_id": "GenWurtzReact-v1"}
r,l,t
0.237137,20,479.941673
0.236278,20,481.748095
0.23163,20,483.579559
0.269767,20,485.397927
2.78672,20,487.204388
0.249272,20,489.015442
0.23304,20,490.816508
0.289908,20,492.647878
2.871172,20,494.445302
0.28451,20,496.248463
0.277451,20,498.052573
0.240361,20,499.871077
0.27199,20,501.68874
0.009018,20,503.540543
2.956801,20,505.351293
0.297496,20,507.175773
0.241837,20,508.975152
0.066259,20,510.821701
2.657998,20,512.642096
0.250147,20,514.445166
0.236753,20,516.248244
2.87527,20,518.049598
0.384548,20,519.879401
0.233894,20,521.660781
2.677728,20,523.503629
0.231108,20,525.319741
0.264432,20,527.123875
0.331473,20,528.939432
0.252904,20,530.751536
0.242866,20,532.572553
2.795979,20,534.382801
2.368797,20,536.205301
0.24066,20,538.01643
0.338652,20,539.851828
2.514929,20,541.689859
2.991236,20,543.525133
0.196421,20,545.329061
0.234428,20,547.134151
0.23015,20,548.938567
0.271092,20,550.737428
0.242006,20,552.54003
0.240698,20,554.343678
0.229382,20,556.160957
0.214132,20,557.969286
0.230031,20,559.770014
0.359756,20,561.592541
0.248528,20,563.399147
0.230737,20,565.217455
0.252279,20,567.035828
0.243907,20,568.842887
0.313394,20,570.65442
0.029463,20,572.500259
0.233617,20,574.317022
0.269002,20,576.1225
0.232633,20,577.932222
0.224693,20,579.741481
0.23059,20,581.545152
0.233708,20,583.355823
0.337304,20,585.158527
0.236884,20,586.958192
2.932251,20,588.760824
0.359585,20,590.582928
0.181544,20,592.400432
0.306151,20,594.238997
0.241286,20,596.035057
0.23292,20,597.848382
0.216289,20,599.659827
0.353386,20,601.492019
0.012332,20,603.321601
0.743105,20,605.142639
0.220952,20,607.045702
0.264589,20,608.842577
0.209321,20,610.660008
0.053401,20,612.552565
0.233489,20,614.366181
0.088594,20,616.17101
0.27149,20,617.971044
0.258461,20,619.787122
0.242882,20,621.592219
0.246474,20,623.392056
0.231969,20,625.194657
0.234052,20,626.995728
0.250419,20,628.822845
0.229999,20,630.63244
0.228012,20,632.44698
0.230035,20,634.251846
0.222832,20,636.067446
0.22023,20,637.890007
0.21038,20,639.698124
0.339822,20,641.508773
0.249982,20,643.311997
0.216827,20,645.112215
0.222489,20,646.917105
2.662418,20,648.735612
0.254514,20,650.531951
0.009943,20,652.366349
2.869531,20,654.161267
0.247621,20,655.980903
0.241104,20,657.777786
0.22413,20,659.584874
0.25624,20,661.388565
0.235414,20,663.198345
0.286941,20,665.011728
0.243815,20,666.812992
2.999839,20,668.653111
0.180051,20,670.473008
0.216987,20,672.280066
0.218751,20,674.103302
0.206061,20,675.918643
0.044143,20,677.748619
0.266579,20,679.557726
0.270138,20,681.371863
0.248618,20,683.194538
0.219403,20,684.987938
0.254195,20,686.785958
0.328912,20,688.593277
0.974582,20,690.444098
0.234513,20,692.257646
0.088462,20,694.087032
0.249557,20,695.89642
0.234299,20,697.691886
0.22153,20,699.504289
0.005448,20,701.34736
