#{"t_start": 1674007728.5418468, "env_id": "WurtzDistill-v1"}
r,l,t
0.2,1,53.246228
0.2,1,53.247756
0.2,1,53.249276
0.2,2,53.257421
0.2,2,53.264828
0.2,2,53.275641
0.2,1,53.277177
0.2,2,53.285192
0.2,1,53.28672
0.2,2,53.29406
0.2,1,53.295586
0.2,2,53.305624
0.2,3,53.322083
0.2,2,53.330108
0.2,1,53.331635
0.2,3,53.345393
0.2,1,53.346923
0.2,1,53.348453
0.2,3,53.362973
0.2,2,53.370286
0.2,1,53.371815
0.2,3,53.38634
0.2,1,53.387872
0.2,1,53.389398
0.2,1,53.390917
0.2,1,53.392448
0.2,1,53.393969
0.2,1,53.395491
0.2,1,53.397019
0.2,2,53.404334
0.2,3,53.420619
0.2,1,53.422154
0.2,1,53.423679
0.2,1,53.425379
0.2,1,53.426906
0.2,2,53.434278
0.2,1,53.435807
0.2,1,53.43733
0.2,3,53.445891
0.2,3,53.459782
0.2,1,53.464762
0.2,1,53.466329
0.2,2,53.474379
0.2,1,53.475918
0.2,3,53.489841
0.2,1,53.491375
0.2,1,53.492908
0.2,1,53.494429
0.2,1,53.496324
0.2,1,53.497848
0.2,3,53.511675
0.2,2,53.519011
0.2,1,53.520546
0.2,3,53.535017
0.2,1,53.53655
0.2,1,53.538072
0.2,1,53.539594
0.2,3,53.551072
0.2,1,53.552601
0.2,1,53.554123
0.2,1,53.555642
0.2,1,53.557172
0.2,1,53.558696
0.2,2,53.566156
0.2,4,53.587175
0.2,2,53.595158
0.2,1,53.596687
0.2,3,53.617202
0.2,3,53.628098
0.2,2,53.63607
0.2,3,53.652688
0.2,1,53.654219
0.2,1,53.655746
0.2,2,53.663743
0.2,1,53.665269
0.2,1,53.666793
0.2,2,53.674102
0.2,1,53.675634
0.2,1,53.677317
0.2,1,53.67884
0.2,1,53.680364
0.2,2,53.687679
0.2,1,53.689204
0.2,1,53.690723
0.2,1,53.692247
0.2,2,53.700259
0.2,1,53.701782
0.2,1,53.703301
0.2,1,53.704825
0.2,1,53.70635
0.2,1,53.70788
0.2,1,53.709401
0.2,1,53.710923
0.2,1,53.712603
0.2,1,53.71412
0.2,1,53.715636
0.2,4,53.738561
0.2,6,53.772444
0.2,1,53.77397
0.2,3,53.790555
0.2,1,53.792091
0.2,1,53.79362
0.2,1,53.795141
0.2,2,53.808605
0.2,1,53.810177
0.2,1,53.8117
0.2,2,53.819736
0.2,2,53.829995
0.2,2,53.840728
0.2,1,53.842257
0.2,1,53.843788
0.2,2,53.851753
0.2,1,53.853287
0.2,1,53.854809
0.2,5,53.880391
0.2,3,53.893599
0.2,2,53.90166
0.2,2,53.912435
0.2,1,53.913967
0.2,1,53.915494
0.2,1,53.917028
0.2,1,53.918549
0.2,3,53.935213
0.2,4,53.961
0.2,1,53.962534
0.2,3,53.976429
0.2,2,53.983788
0.2,2,53.991841
0.2,2,53.999905
0.2,1,54.001437
0.2,1,54.002965
0.2,2,54.013783
0.2,1,54.015321
0.2,1,54.016852
0.2,1,54.018376
0.2,1,54.019908
0.2,2,54.030172
0.2,1,54.031704
0.2,4,54.05148
0.2,1,54.05301
0.2,3,54.066836
0.2,1,54.068372
0.2,2,54.076396
0.2,3,54.093043
0.2,1,54.094573
0.2,1,54.096099
0.2,1,54.09762
0.2,1,54.099141
0.2,1,54.100668
0.2,2,54.111456
0.2,1,54.112998
0.2,1,54.11468
0.2,1,54.116209
0.2,2,54.123555
0.2,2,54.131539
0.2,1,54.133077
0.2,1,54.134602
0.2,1,54.136131
0.2,1,54.137652
0.2,4,54.160772
0.2,4,54.182467
0.2,1,54.184006
0.2,1,54.188988
0.2,1,54.190552
0.2,1,54.192082
0.2,2,54.199385
0.2,1,54.201105
0.2,3,54.215563
0.2,1,54.217102
0.2,3,54.230957
0.2,2,54.238316
0.2,1,54.239851
0.2,1,54.241377
0.2,2,54.248719
0.2,1,54.250242
0.2,1,54.251774
0.2,1,54.253303
0.2,1,54.254821
0.2,2,54.262756
0.2,1,54.264294
0.2,1,54.265819
0.2,2,54.273994
0.2,2,54.281374
0.2,1,54.282902
0.2,2,54.293636
0.2,1,54.295167
0.2,2,54.303117
0.2,1,54.304647
0.2,1,54.306174
0.2,4,54.325404
0.2,1,54.326934
0.2,1,54.32846
0.2,2,54.335752
0.2,5,54.362518
0.2,1,54.364058
0.2,2,54.372022
0.2,3,54.386584
0.2,4,54.410342
0.2,1,54.41188
0.2,1,54.413406
0.2,1,54.414923
0.2,1,54.416447
0.2,2,54.424427
0.2,1,54.425956
0.2,1,54.42748
0.2,1,54.429009
0.2,3,54.445406
0.2,6,54.478199
0.2,1,54.479738
0.2,1,54.481268
0.2,1,54.482794
0.2,1,54.484499
0.2,1,54.486023
0.2,2,54.494081
0.2,1,54.495603
0.2,1,54.49713
0.2,1,54.498648
0.2,2,54.50943
0.2,1,54.510961
0.2,1,54.512489
0.2,1,54.514012
0.2,1,54.51554
0.2,1,54.517066
0.2,5,54.55082
0.2,2,54.560994
0.2,1,54.562922
0.2,1,54.564464
0.2,1,54.565991
0.2,1,54.567508
0.2,2,54.574812
0.2,1,54.576347
0.2,3,54.592908
0.2,3,54.609479
0.2,2,54.617474
0.2,1,54.619002
0.2,2,54.626288
0.2,1,54.627824
0.2,2,54.635843
0.2,2,54.643817
0.2,1,54.645343
0.2,2,54.652815
0.2,1,54.654343
0.2,1,54.655867
0.2,1,54.657389
0.2,3,54.671987
0.2,4,54.697503
0.2,3,54.714626
0.2,2,54.722645
0.2,1,54.724179
0.2,1,54.725702
0.2,1,54.727226
0.2,2,54.735243
0.2,1,54.736777
0.2,1,54.738307
0.2,4,54.759104
0.2,1,54.7608
0.2,2,54.76878
0.2,1,54.770306
0.2,1,54.771834
0.2,1,54.773355
0.2,4,54.798937
0.2,1,54.800472
0.2,1,54.801999
0.2,1,54.803517
0.2,1,54.805045
0.2,2,54.813005
0.2,1,54.814531
0.2,1,54.816059
0.2,3,54.833302
0.2,1,54.834837
0.2,1,54.836523
0.2,2,54.843841
0.2,1,54.845366
0.2,2,54.853349
0.2,1,54.85487
0.2,2,54.862881
0.2,1,54.864414
0.2,1,54.865936
0.2,1,54.867463
0.2,2,54.875468
0.2,2,54.880545
0.2,2,54.888551
0.2,1,54.890079
0.2,3,54.904506
0.2,1,54.909719
0.2,1,54.911285
0.2,1,54.912813
0.2,1,54.91434
0.2,2,54.925213
0.2,2,54.933246
0.2,1,54.934783
0.2,1,54.936317
0.2,1,54.937843
0.2,2,54.945864
0.2,2,54.953877
0.2,3,54.968237
0.2,1,54.969761
0.2,2,54.977718
0.2,1,54.979243
0.2,1,54.980937
0.2,1,54.982465
0.2,1,54.983991
0.2,1,54.985512
0.2,2,54.992831
0.2,1,54.994359
0.2,1,54.995885
0.2,2,55.003259
0.2,1,55.004797
0.2,1,55.00632
0.2,1,55.007852
0.2,1,55.009375
0.2,1,55.010897
0.2,2,55.018899
0.2,1,55.020431
0.2,1,55.022123
0.2,1,55.023649
0.2,3,55.040344
0.2,1,55.041882
0.2,1,55.043406
0.2,1,55.044935
0.2,1,55.046461
0.2,1,55.047993
0.2,1,55.049512
0.2,3,55.063994
0.2,2,55.071346
0.2,1,55.072878
0.2,2,55.080224
0.2,2,55.087555
0.2,1,55.089087
0.2,1,55.090776
0.2,1,55.09231
0.2,1,55.093836
0.2,2,55.098879
0.2,1,55.100415
0.2,1,55.101942
0.2,1,55.10346
0.2,1,55.104989
0.2,2,55.11306
0.2,2,55.121104
0.2,1,55.122634
0.2,1,55.124165
0.2,2,55.132124
0.2,1,55.133653
0.2,2,55.144347
0.2,1,55.14604
0.2,3,55.162593
0.2,2,55.169963
0.2,1,55.17149
0.2,2,55.179533
0.2,1,55.181064
0.2,1,55.182588
0.2,3,55.199767
0.2,1,55.201297
0.2,1,55.20282
0.2,2,55.21014
0.2,1,55.215132
0.2,1,55.216701
0.2,1,55.218226
0.2,1,55.21994
0.2,1,55.221463
0.2,1,55.222981
0.2,1,55.224511
0.2,2,55.232534
0.2,1,55.234064
0.2,1,55.235587
0.2,1,55.237118
0.2,1,55.238643
0.2,3,55.252526
0.2,1,55.254049
0.2,1,55.255572
0.2,1,55.257097
0.2,1,55.258646
0.2,2,55.266725
0.2,2,55.274202
0.2,1,55.275764
0.2,1,55.2773
0.2,1,55.278827
0.2,1,55.280358
0.2,2,55.288389
0.2,1,55.289924
0.2,3,55.30313
0.2,1,55.304664
0.2,1,55.306194
0.2,1,55.307726
0.2,1,55.309252
0.2,1,55.31078
0.2,1,55.312312
0.2,1,56.728938
0.2,1,56.730536
0.2,2,56.738436
0.2,1,56.739969
0.2,1,56.741489
0.2,1,56.743004
0.2,1,56.744525
0.2,1,56.74604
0.2,1,56.747553
0.2,1,56.749077
0.2,5,56.775634
0.2,1,56.777161
0.2,1,56.778954
0.2,1,56.780466
0.2,1,56.781975
0.2,1,56.783479
0.2,2,56.794014
0.2,1,56.795529
0.2,2,56.803438
0.2,1,56.804971
0.2,1,56.806483
0.2,1,56.808001
0.2,1,56.809515
0.2,1,56.811022
0.2,2,56.818898
0.2,1,56.82042
0.2,1,56.821932
0.2,1,56.823597
0.2,1,56.825111
0.2,1,56.826623
0.2,2,56.834531
0.2,1,56.836051
0.2,1,56.837561
0.2,1,56.839069
0.2,1,56.840578
0.2,1,56.842087
0.2,1,56.84359
0.2,1,56.845114
0.2,1,56.846625
0.2,2,56.853867
0.2,1,56.855378
0.2,2,56.863295
0.2,1,56.86497
0.2,1,56.86648
0.2,1,56.867999
0.2,1,56.869512
0.2,1,56.871029
0.2,1,56.872543
0.2,3,56.893022
0.2,2,56.900935
0.2,1,56.902459
0.2,1,56.903984
0.2,1,56.905495
0.2,1,56.907006
0.2,2,56.917543
0.2,1,56.919064
0.2,3,56.933547
0.2,1,56.93508
0.2,1,56.936645
0.2,1,56.938162
0.2,1,56.939681
0.2,2,56.947053
0.2,1,56.948584
0.2,2,56.956613
0.2,1,56.958127
0.2,2,56.968142
0.2,2,56.976165
0.2,1,56.977688
0.2,1,56.979212
0.2,1,56.980736
0.2,1,56.982254
0.2,1,56.983942
0.2,1,56.985457
0.2,1,56.986977
0.2,3,57.00151
0.2,1,57.003035
0.2,1,57.004557
0.2,1,57.006078
0.2,1,57.007592
0.2,1,57.00912
0.2,1,57.010633
0.2,2,57.018627
0.2,1,57.020156
0.2,2,57.028086
0.2,1,57.029608
0.2,1,57.031126
0.2,1,57.032651
0.2,1,57.034324
0.2,1,57.035851
0.2,1,57.037374
0.2,2,57.045456
0.2,1,57.046987
0.2,1,57.048512
0.2,1,57.050076
0.2,6,57.089125
0.2,1,57.090655
0.2,1,57.092184
0.2,2,57.102254
0.2,1,57.103791
0.2,1,57.10532
0.2,2,57.11327
0.2,1,57.114791
0.2,1,57.116488
0.2,1,57.118012
0.2,1,57.119536
0.2,1,57.121066
0.2,3,57.135545
0.2,1,57.137081
0.2,1,57.138602
0.2,1,57.140124
0.2,1,57.141647
0.2,1,57.143168
0.2,3,57.156352
0.2,4,57.17916
0.2,1,57.180696
0.2,1,57.18222
0.2,1,57.18375
0.2,2,57.191926
0.2,1,57.193453
0.2,2,57.204251
0.2,2,57.21502
0.2,1,57.216555
0.2,1,57.218081
0.2,1,57.219598
0.2,1,57.221123
0.2,1,57.222641
0.2,1,57.224168
0.2,3,57.238098
0.2,1,57.239622
0.2,1,57.241148
0.2,1,57.242669
0.2,1,57.244197
0.2,2,57.255088
0.2,1,57.256628
0.2,1,57.25815
0.2,1,57.259667
0.2,1,57.261193
0.2,2,57.269193
0.2,1,57.270717
0.2,1,57.272243
0.2,1,57.273763
0.2,1,57.275276
0.2,2,57.283259
0.2,1,57.284783
0.2,2,57.292734
0.2,1,57.294257
0.2,1,57.295778
0.2,1,57.297455
0.2,1,57.298976
0.2,2,57.306968
0.2,2,57.314964
0.2,1,57.316493
0.2,1,57.318018
0.2,2,57.326028
0.2,1,57.327552
0.2,1,57.329078
0.2,1,57.330617
0.2,1,57.332143
0.2,1,57.333668
0.2,1,57.335187
0.2,2,57.343178
0.2,1,57.344702
0.2,1,57.346388
0.2,1,57.34791
0.2,2,57.3579
0.2,2,57.365903
0.2,1,57.367429
0.2,1,57.368955
0.2,1,57.370475
0.2,1,57.371998
0.2,1,57.373511
0.2,1,57.375029
0.2,1,57.376552
0.2,1,57.37807
0.2,1,57.379584
0.2,2,57.389512
0.2,1,57.391033
0.2,1,57.392721
0.2,3,57.412514
0.2,2,57.420485
0.2,1,57.42201
0.2,1,57.423533
0.2,1,57.425057
0.2,1,57.426571
0.2,2,57.434564
0.2,1,57.436138
0.2,1,57.437658
0.2,2,57.448347
0.2,1,57.449872
0.2,1,57.451391
0.2,2,57.459329
0.2,2,57.469738
0.2,2,57.477692
0.2,1,57.479214
0.2,1,57.480733
0.2,3,57.500754
0.2,2,57.508731
0.2,2,57.516735
0.2,1,57.518261
0.2,1,57.519781
0.2,1,57.521299
0.2,1,57.522811
0.2,1,57.524333
0.2,3,57.540806
0.2,2,57.548111
0.2,1,57.549639
0.2,1,57.551336
0.2,1,57.552857
0.2,1,57.554374
0.2,1,57.555891
0.2,1,57.557403
0.2,2,57.568132
0.2,1,57.569658
0.2,2,57.577614
0.2,4,57.597926
0.2,1,57.599448
0.2,1,57.600975
0.2,1,57.602497
0.2,1,57.604024
0.2,1,57.605543
0.2,3,57.619521
0.2,3,57.635845
0.2,1,57.637376
0.2,1,57.638892
0.2,1,57.640414
0.2,1,57.641938
0.2,2,57.652007
0.2,2,57.662843
0.2,2,57.670877
0.2,2,57.678879
0.2,2,57.686884
0.2,1,57.688422
0.2,1,57.68994
0.2,1,57.691462
0.2,3,57.708586
0.2,1,57.710276
0.2,1,57.711802
0.2,1,57.71332
0.2,1,57.714839
0.2,2,57.725531
0.2,2,57.735538
0.2,1,57.737066
0.2,3,57.754943
0.2,1,57.75648
0.2,1,57.758007
0.2,1,57.75953
0.2,1,57.761054
0.2,1,57.762575
0.2,2,57.770542
0.2,1,57.772236
0.2,1,57.773753
0.2,1,57.77527
0.2,3,57.789633
0.2,2,57.797569
0.2,2,57.804886
0.2,1,57.806409
0.2,1,57.807932
0.2,1,57.809453
0.2,1,57.810973
0.2,1,57.812494
0.2,1,57.814016
0.2,1,57.815535
0.2,2,57.82349
0.2,1,57.828718
0.2,1,57.830283
0.2,1,57.831813
0.2,1,57.833331
0.2,1,57.834855
0.2,1,57.836398
0.2,1,57.837916
0.2,1,57.839438
0.2,1,57.840962
0.2,1,57.842481
0.2,1,57.844008
0.2,1,57.845528
0.2,1,57.84705
0.2,1,57.848577
0.2,2,57.856586
0.2,1,57.858276
0.2,1,57.8598
0.2,1,57.861316
0.2,2,57.869276
0.2,2,57.876592
0.2,3,57.890423
0.2,1,57.891952
0.2,1,57.893471
0.2,1,57.894988
0.2,1,57.896514
0.2,2,57.907268
0.2,1,57.908801
0.2,2,57.916787
0.2,1,57.918313
0.2,1,57.91984
0.2,2,57.928003
0.2,1,57.929533
0.2,1,57.931055
0.2,2,57.939021
0.2,1,57.940557
0.2,1,57.942079
0.2,3,57.955846
0.2,2,57.963852
0.2,1,57.965377
0.2,1,57.966893
0.2,1,57.968418
0.2,1,57.969935
0.2,1,57.97145
0.2,1,57.972973
0.2,1,57.974494
0.2,1,57.976014
0.2,1,57.977686
0.2,1,57.979201
0.2,1,57.980715
0.2,1,57.98223
0.2,1,57.983749
0.2,1,57.985263
0.2,2,57.995913
0.2,2,58.003233
0.2,1,58.004763
0.2,1,58.006279
0.2,1,58.007803
0.2,2,58.018455
0.2,1,58.020015
0.2,4,58.040902
0.2,1,58.042607
0.2,2,58.050536
0.2,1,58.052065
0.2,1,58.053584
0.2,6,58.085693
0.2,1,58.08722
0.2,1,58.088741
0.2,2,58.096741
0.2,1,58.098265
0.2,1,58.099787
0.2,1,58.101303
0.2,1,58.102817
0.2,2,58.11011
0.2,1,58.111636
0.2,1,58.116903
0.2,1,58.118463
0.2,1,58.119987
0.2,1,58.121507
0.2,1,58.12303
0.2,3,58.140354
0.2,1,58.141885
0.2,1,58.143403
0.2,1,58.144932
0.2,2,58.152897
0.2,1,58.154421
0.2,2,58.16242
0.2,1,58.16395
0.2,1,58.165469
0.2,1,58.166988
0.2,1,58.168683
0.2,1,58.170202
0.2,1,58.171726
0.2,2,58.179017
0.2,1,58.180558
0.2,1,58.182082
0.2,1,58.183599
0.2,1,58.185129
0.2,1,58.186646
0.2,1,58.188174
0.2,1,58.18969
0.2,1,58.191203
0.2,1,58.192782
0.2,1,58.194302
0.2,1,58.195824
0.2,2,58.204041
0.2,1,58.205566
0.2,2,58.212924
0.2,1,58.214445
0.2,1,58.215972
0.2,1,58.217492
0.2,1,58.219007
0.2,3,58.232764
0.2,1,58.23429
0.2,1,58.235812
0.2,2,58.243148
0.2,1,58.244671
0.2,1,58.246193
0.2,2,58.254186
0.2,1,58.255705
0.2,1,58.257392
0.2,1,58.258905
0.2,3,58.272077
0.2,3,58.289189
0.2,1,58.290717
0.2,2,58.295796
0.2,1,58.297321
0.2,1,58.298837
0.2,2,58.309489
0.2,4,58.329159
0.2,1,58.330681
0.2,1,58.332209
0.2,1,58.333731
0.2,1,58.33525
0.2,1,58.336775
0.2,1,58.338452
0.2,1,58.340018
0.2,1,58.341537
0.2,1,58.343057
0.2,3,58.356959
0.2,2,58.364968
0.2,2,58.372882
0.2,1,58.374408
0.2,1,58.375932
0.2,2,58.383883
0.2,1,58.385406
0.2,1,58.386917
0.2,2,58.394193
0.2,1,58.395721
0.2,1,58.400953
0.2,1,58.402516
0.2,2,58.410558
0.2,2,58.418592
0.2,1,58.420122
0.2,1,58.421648
0.2,2,58.428929
0.2,1,58.430452
0.2,1,58.431982
0.2,1,58.433507
0.2,1,58.435028
0.2,2,58.44301
0.2,1,58.444541
0.2,1,58.446061
0.2,1,58.447579
0.2,1,58.449102
0.2,1,58.450779
0.2,1,58.452306
0.2,1,58.453828
0.2,2,58.46389
0.2,2,58.471918
0.2,2,58.479942
0.2,2,58.487266
0.2,1,58.488797
0.2,1,58.49032
0.2,1,58.491843
0.2,2,58.499119
0.2,1,58.500646
0.2,1,58.502164
0.2,2,58.510117
0.2,1,58.511633
0.2,1,58.513324
0.2,1,58.514848
0.2,1,58.516371
0.2,1,58.517885
0.2,1,58.5194
0.2,1,58.520922
0.2,1,58.522434
0.2,1,58.523957
0.2,1,58.525476
0.2,1,58.526991
0.2,1,58.528515
0.2,3,58.542815
0.2,1,58.544343
0.2,1,58.545864
0.2,1,58.54738
0.2,1,58.549056
0.2,1,58.550594
0.2,1,58.552124
0.2,2,58.560104
0.2,1,58.561625
0.2,1,58.563147
0.2,2,58.571113
0.2,1,58.572666
0.2,3,58.586988
0.2,2,58.594916
0.2,2,58.602835
0.2,1,58.604361
0.2,1,58.605879
0.2,1,58.607405
0.2,2,58.615439
0.2,4,58.640436
0.2,1,58.641968
0.2,1,58.643489
0.2,1,58.645013
0.2,1,58.646529
0.2,2,58.654505
0.2,1,58.656033
0.2,1,58.657552
0.2,1,58.659067
0.2,1,58.660591
0.2,1,58.662108
0.2,1,58.663629
0.2,3,58.678127
0.2,1,58.679651
0.2,1,58.684933
0.2,1,58.686488
0.2,1,58.688017
0.2,1,58.689539
0.2,1,58.691058
0.2,4,58.711323
0.2,1,58.712858
0.2,1,58.714381
0.2,1,58.715906
0.2,1,58.717425
0.2,1,58.718942
0.2,1,58.720463
0.2,2,58.728445
0.2,1,58.729967
0.2,2,58.737222
0.2,1,58.738907
0.2,2,58.746226
0.2,1,58.747755
0.2,1,58.749275
0.2,1,58.750787
0.2,1,58.752316
0.2,1,58.753835
0.2,2,58.764568
0.2,2,58.771858
0.2,1,58.773379
0.2,3,58.787182
0.2,1,58.788715
0.2,1,58.790232
0.2,2,58.798156
0.2,1,58.799677
0.2,2,58.807115
0.2,1,58.808643
0.2,1,58.810161
0.2,1,58.81168
0.2,1,58.8132
0.2,2,58.823853
0.2,2,58.831819
0.2,2,58.839816
0.2,1,58.841341
0.2,2,58.852148
0.2,1,58.853674
0.2,1,58.855189
0.2,1,58.856713
0.2,1,58.85823
0.2,1,58.859749
0.2,2,58.867878
0.2,1,58.869406
0.2,2,58.879448
0.2,2,58.887452
0.2,1,58.888981
0.2,1,58.890499
0.2,3,58.906941
0.2,1,58.908468
0.2,1,58.909992
0.2,1,58.911507
0.2,1,58.913031
0.2,2,58.920995
0.2,1,58.922516
0.2,1,58.924042
0.2,1,58.925584
0.2,1,58.927438
0.2,1,58.928967
0.2,1,58.930486
0.2,1,58.932045
0.2,4,58.953458
0.2,2,58.963536
0.2,2,58.97148
0.2,4,58.995219
0.2,3,59.01498
0.2,1,59.01656
0.2,3,59.029796
0.2,2,59.037818
0.2,1,59.039344
0.2,1,59.040867
0.2,1,59.042546
0.2,2,59.050571
0.2,1,59.052104
0.2,1,59.053627
0.2,1,59.055146
0.2,1,59.056675
0.2,2,59.064645
0.2,1,59.066163
0.2,1,59.06768
0.2,2,59.075603
0.2,1,59.077132
0.2,1,59.078654
0.2,1,59.080175
0.2,1,59.081698
0.2,2,59.089677
0.2,1,59.091357
0.2,1,59.092879
0.2,1,59.094388
0.2,1,59.095911
0.2,2,59.103882
0.2,1,59.10541
0.2,1,59.106933
0.2,2,59.114894
0.2,1,59.116424
0.2,1,59.117943
0.2,2,59.125276
0.2,3,59.139223
0.2,2,59.147163
0.2,1,59.148698
0.2,2,59.156648
0.2,1,59.158334
0.2,1,59.159855
0.2,1,59.161375
0.2,2,59.16935
0.2,1,59.170876
0.2,1,59.172407
0.2,1,59.17393
0.2,1,59.175447
0.2,1,59.17697
0.2,3,59.194207
0.2,1,59.195739
0.2,1,59.197263
0.2,2,59.207225
0.2,2,59.214531
0.2,1,59.216062
0.2,1,59.21775
0.2,1,59.21927
0.2,1,59.220788
0.2,2,59.228772
0.2,3,59.245259
0.2,1,59.246789
0.2,1,59.248316
0.2,2,59.256338
0.2,2,59.26366
0.2,1,59.265185
0.2,1,59.266706
0.2,1,59.268229
0.2,1,59.269754
0.2,2,59.277736
0.2,1,59.279258
0.2,2,59.287309
0.2,2,59.295253
0.2,1,59.296783
0.2,1,59.298301
0.2,1,59.299818
0.2,3,59.319942
0.2,1,59.321508
0.2,1,59.323031
0.2,1,59.324559
0.2,1,59.326077
0.2,1,59.3276
0.2,1,59.329131
0.2,1,59.330646
0.2,1,59.332173
0.2,1,59.333696
0.2,2,59.341826
0.2,1,59.343345
0.2,2,59.351436
0.2,1,59.352968
0.2,2,59.360943
0.2,2,59.368906
0.2,1,59.370432
0.2,2,59.378416
0.2,1,59.379944
0.2,1,59.381463
0.2,1,59.382984
0.2,1,59.384508
0.2,1,59.386026
0.2,1,59.387541
0.2,1,59.389062
0.2,2,59.397272
0.2,2,59.408
0.2,1,59.409534
0.2,1,59.411058
0.2,1,59.412586
0.2,1,59.414109
0.2,1,59.415626
0.2,3,59.43467
0.2,1,59.436198
0.2,1,59.437722
0.2,2,59.445114
0.2,2,59.455799
0.2,1,59.457325
0.2,1,59.458842
0.2,1,59.460368
0.2,1,59.46205
0.2,1,59.463566
0.2,2,59.47087
0.2,1,59.472392
0.2,2,59.480419
0.2,1,59.48194
0.2,1,59.483457
0.2,1,59.484975
0.2,1,59.486492
0.2,1,59.488015
0.2,1,59.489533
0.2,1,59.491047
0.2,1,59.492573
0.2,1,59.494095
0.2,1,59.495608
0.2,1,59.497299
0.2,1,59.498816
0.2,1,59.500342
0.2,1,59.501859
0.2,1,59.503374
0.2,2,59.511313
0.2,5,59.543602
0.2,1,59.54514
0.2,1,59.54666
0.2,1,59.548182
0.2,1,59.549701
0.2,1,59.551228
0.2,1,59.552754
0.2,1,59.554274
0.2,1,59.555796
0.2,1,59.557478
0.2,1,59.558996
0.2,2,59.569057
0.2,3,59.585613
0.2,2,59.593644
0.2,1,59.595169
0.2,2,59.605856
0.2,2,59.617425
0.2,1,59.61898
0.2,2,59.627028
0.2,1,59.628564
0.2,1,59.630085
0.2,1,59.631607
0.2,1,59.633136
0.2,2,59.640624
0.2,1,59.642149
0.2,1,59.643672
0.2,2,59.65164
0.2,2,59.659621
0.2,1,59.661154
0.2,1,59.662677
0.2,1,59.664201
0.2,1,59.665717
0.2,1,59.667229
0.2,1,59.668751
0.2,1,59.670274
0.2,1,59.671801
0.2,2,59.679807
0.2,3,59.693624
0.2,2,59.704673
0.2,1,59.706203
0.2,3,59.720646
0.2,2,59.731351
0.2,3,59.745819
0.2,1,59.747351
0.2,1,59.748881
0.2,1,59.750404
0.2,1,59.75193
0.2,2,59.759935
0.2,1,59.761455
0.2,1,59.76297
0.2,1,59.764499
0.2,1,59.76602
0.2,2,59.773996
0.2,1,59.775672
0.2,1,59.777192
0.2,1,59.77871
0.2,1,59.780233
0.2,2,59.788204
0.2,3,59.802548
0.2,1,59.804078
0.2,3,59.821264
0.2,2,59.829298
0.2,1,59.83082
0.2,2,59.838781
0.2,1,59.840312
0.2,1,59.841833
0.2,1,59.843353
0.2,1,59.844874
0.2,2,59.855713
0.2,2,59.863702
0.2,2,59.871696
0.2,3,59.886122
0.2,1,59.887645
0.2,1,59.88917
0.2,1,59.890687
0.2,1,59.892209
0.2,2,59.899473
0.2,1,59.901001
0.2,1,59.902521
0.2,2,59.910471
0.2,1,59.912003
0.2,1,59.913521
0.2,1,59.915041
0.2,1,59.916728
0.2,3,59.938044
0.2,1,59.939608
0.2,1,59.941161
0.2,1,59.942681
0.2,1,59.944208
0.2,1,59.945729
0.2,1,59.947246
0.2,1,59.948774
0.2,1,59.950296
0.2,1,59.95182
0.2,1,59.953341
0.2,2,59.960682
0.2,1,59.962209
0.2,2,59.970149
0.2,1,59.971838
0.2,1,59.973361
0.2,1,59.974879
0.2,1,59.976401
0.2,1,59.97792
0.2,1,59.979435
0.2,1,59.980958
0.2,1,59.982478
0.2,1,59.984
0.2,2,59.992007
0.2,1,59.993531
0.2,1,59.995049
0.2,4,60.017407
0.2,1,60.018958
0.2,1,60.020485
0.2,1,60.022161
0.2,2,60.032922
0.2,1,60.034443
0.2,1,60.035971
0.2,1,60.037486
0.2,1,60.03901
0.2,1,60.040534
0.2,1,60.042051
0.2,1,60.043572
0.2,2,60.051646
0.2,2,60.059005
0.2,3,60.075609
0.2,2,60.083565
0.2,1,60.085098
0.2,2,60.09303
0.2,1,60.094718
0.2,3,60.10855
0.2,2,60.116551
0.2,4,60.138828
0.2,1,60.140362
0.2,1,60.141887
0.2,5,60.177613
0.2,1,60.179148
0.2,1,60.180685
0.2,1,60.182204
0.2,3,60.196563
0.2,1,60.198089
0.2,1,60.199609
0.2,1,60.201134
0.2,1,60.202652
0.2,2,60.210123
0.2,2,60.217491
0.2,1,60.219013
0.2,1,60.220537
0.2,1,60.222058
0.2,2,60.230016
0.2,2,60.240743
0.2,3,60.25973
0.2,1,60.261277
0.2,2,60.272886
0.2,1,60.274447
0.2,1,60.27598
0.2,2,60.283975
0.2,1,60.285498
0.2,2,60.293698
0.2,2,60.301072
0.2,2,60.309035
0.2,1,60.310561
0.2,1,60.312089
0.2,1,60.313607
0.2,1,60.31513
0.2,1,60.316658
0.2,2,60.327352
0.2,3,60.341817
0.2,1,60.34334
0.2,1,60.344857
0.2,2,60.35287
0.2,1,60.354395
0.2,1,60.355922
0.2,1,60.357616
0.2,1,60.359135
0.2,2,60.367144
0.2,1,60.368669
0.2,1,60.370189
0.2,3,60.389384
0.2,3,60.403817
0.2,1,60.405345
0.2,2,60.413378
0.2,1,60.414901
0.2,2,60.424978
0.2,1,60.426501
0.2,1,60.428028
0.2,1,60.429549
0.2,1,60.431065
0.2,1,60.432803
0.2,1,60.434327
0.2,1,60.435853
0.2,2,60.446559
0.2,2,60.454553
0.2,2,60.465319
0.2,1,60.466846
0.2,1,60.468374
0.2,1,60.469893
