#{"t_start": 1635719273.7741396, "env_id": "WurtzReact-v1"}
r,l,t
0.898031,20,1089.519944
0.897684,20,1091.420335
0.897684,20,1093.351343
0.898785,20,1095.241908
0.898783,20,1097.140061
0.898235,20,1099.053164
0.898095,20,1100.944299
0.898226,20,1102.840225
0.89812,20,1104.767452
0.897405,20,1106.643495
0.896936,20,1108.534318
0.897395,20,1110.431571
0.897362,20,1112.317523
0.897177,20,1114.225991
0.897153,20,1116.147978
0.897018,20,1118.034268
0.896608,20,1119.934911
0.896674,20,1121.851402
0.896904,20,1123.745712
0.896465,20,1125.651191
0.896636,20,1127.551285
0.896566,20,1129.482781
0.896695,20,1131.368892
0.89673,20,1133.277099
0.896383,20,1135.161674
0.896577,20,1137.055014
0.896584,20,1138.961097
0.896666,20,1140.880294
0.896458,20,1142.77645
0.896279,20,1144.653585
0.895573,20,1146.54817
0.895496,20,1148.448968
0.895878,20,1150.342139
0.895593,20,1152.247412
0.895223,20,1154.159941
0.895133,20,1156.041545
0.895051,20,1157.940362
0.894976,20,1159.827878
0.894254,20,1161.717514
0.893349,20,1163.610957
0.892809,20,1165.547251
0.892145,20,1167.437559
0.891458,20,1169.339694
0.891044,20,1171.243233
0.890635,20,1173.136902
0.890544,20,1175.036166
0.890086,20,1176.972665
0.889571,20,1178.858807
0.889435,20,1180.750423
0.889508,20,1182.649901
0.889941,20,1184.539558
0.89017,20,1186.427737
0.890382,20,1188.338313
0.890559,20,1190.24906
0.890017,20,1192.13255
0.890305,20,1194.032386
0.89053,20,1195.911586
0.890133,20,1197.804859
0.890182,20,1199.715857
0.890175,20,1201.620052
0.890045,20,1203.523996
0.88947,20,1205.439503
0.88953,20,1207.329264
0.889547,20,1209.22684
0.889389,20,1211.123227
0.889582,20,1213.01243
0.889562,20,1214.931776
0.889326,20,1216.838498
0.88959,20,1218.71941
0.890043,20,1220.600742
0.89039,20,1222.501759
0.890594,20,1224.393954
0.890511,20,1226.313674
0.89053,20,1228.215391
0.88996,20,1230.103602
0.889841,20,1231.996701
0.889835,20,1233.908624
0.889408,20,1235.800882
0.889554,20,1237.726978
0.889547,20,1239.611507
0.889511,20,1241.506845
0.889663,20,1243.398236
0.889396,20,1245.301603
0.888659,20,1247.200525
0.888587,20,1249.11337
0.888474,20,1251.025837
0.888312,20,1252.919585
0.888487,20,1254.827025
0.888679,20,1256.71785
0.888973,20,1258.612761
0.888806,20,1260.531188
0.888765,20,1262.48144
0.888424,20,1264.37294
0.888324,20,1266.295563
0.888433,20,1268.188028
0.888331,20,1270.077096
0.887841,20,1271.98289
